_index,_id,_version,_score,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.reason,_source.data.sca.check.compliance.cis_csc,_source.data.sca.check.compliance.cis,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.check.command,_source.data.sca.type,_source.data.sca.policy,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.tsc,_source.rule.cis_csc,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.cis,_source.rule.nist_800_53,_source.rule.gdpr,_source.decoder.name,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.win.eventdata.data,_source.data.win.system.eventID,_source.data.win.system.eventSourceName,_source.data.win.system.keywords,_source.data.win.system.providerGuid,_source.data.win.system.level,_source.data.win.system.channel,_source.data.win.system.opcode,_source.data.win.system.message,_source.data.win.system.version,_source.data.win.system.systemTime,_source.data.win.system.eventRecordID,_source.data.win.system.threadID,_source.data.win.system.computer,_source.data.win.system.task,_source.data.win.system.processID,_source.data.win.system.severityValue,_source.data.win.system.providerName,_source.data.win.eventdata.subjectLogonId,_source.data.win.eventdata.subjectUserSid,_source.data.win.eventdata.subjectDomainName,_source.data.win.eventdata.privilegeList,_source.data.win.eventdata.subjectUserName,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.data.win.eventdata.param3,_source.data.win.eventdata.param4,_source.data.win.eventdata.param1,_source.data.win.eventdata.param2,_source.rule.hipaa,_source.rule.info,_source.data.win.eventdata.bucketId,_source.data.win.eventdata.deviceAttributes,_source.data.win.eventdata.updateType,_source.data.win.eventdata.hResult,_source.rule.gpg13,_source.data.sca.score,_source.data.sca.total_checks,_source.data.sca.file,_source.data.sca.policy_id,_source.data.sca.invalid,_source.data.sca.description,_source.data.sca.passed,_source.data.sca.failed,_source.data.win.eventdata.extraInfo,_source.data.extra_data,_source.decoder.parent,_source.full_log,_source.data.sca.check.previous_result,_source.data.win.eventdata.targetLinkedLogonId,_source.data.win.eventdata.impersonationLevel,_source.data.win.eventdata.ipAddress,_source.data.win.eventdata.authenticationPackageName,_source.data.win.eventdata.workstationName,_source.data.win.eventdata.targetLogonId,_source.data.win.eventdata.logonProcessName,_source.data.win.eventdata.logonGuid,_source.data.win.eventdata.targetUserName,_source.data.win.eventdata.keyLength,_source.data.win.eventdata.elevatedToken,_source.data.win.eventdata.processId,_source.data.win.eventdata.processName,_source.data.win.eventdata.ipPort,_source.data.win.eventdata.targetDomainName,_source.data.win.eventdata.targetUserSid,_source.data.win.eventdata.virtualAccount,_source.data.win.eventdata.logonType,_source.data.win.eventdata.subStatus,_source.data.win.eventdata.failureReason,_source.data.win.eventdata.status,_source.data.win.eventdata.binary,_source.data.win.eventdata.addressLength,_source.data.win.eventdata.address,_source.data.win.eventdata.queryName,_source.data.win.eventdata.previousTime,_source.data.win.eventdata.newTime
wazuh-alerts-4.x-2025.11.14,DdbigJoBBFAMeJ5sKfhT,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,3,false,3, , , ,Software protection service scheduled successfully.,"[""windows"",""windows_application""]",60642, , , ,windows_eventchannel,log,"Nov 13, 2025 @ 23:41:29.524",EventChannel,1763098889.96109,"Nov 13, 2025 @ 23:41:29.524","2025-11-15T11:39:28Z, RulesEngine",16384,Software Protection Platform Service,0x80000000000000,{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156},4,Application,0,"""Successfully scheduled Software Protection service for re-start at 2025-11-15T11:39:28Z. Reason: RulesEngine.""",0,2025-11-14T11:41:28.2329330Z,2169,0,DESKTOP-MHRV979,0,0,INFORMATION,Microsoft-Windows-Security-SPP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.14,AdbfgJoBBFAMeJ5soPiN,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,1,false,3, , , ,The Windows search service started.,"[""windows"",""windows_application""]",60668, , , ,windows_eventchannel,log,"Nov 13, 2025 @ 23:38:48.138",EventChannel,1763098728.65347,"Nov 13, 2025 @ 23:38:48.138", ,1003,Windows Search Service,0x80000000000000,{CA4E628D-8567-4896-AB6B-835B221F373F},4,Application,0,"""The Windows Search Service started.
""",0,2025-11-14T11:38:46.7759194Z,2147,0,DESKTOP-MHRV979,1,0,INFORMATION,Microsoft-Windows-Search, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.14,_tbfgJoBBFAMeJ5snPen,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,1,false,3,"[""10.6.1"",""10.2.6""]","[""CC7.2"",""CC7.3"",""CC6.8""]", ,Wazuh agent started.,"[""ossec""]",503, ,"[""AU.6"",""AU.14"",""AU.5""]","[""IV_35.7.d""]",ossec,log,"Nov 13, 2025 @ 23:38:47.103",wazuh-agent,1763098727.58058,"Nov 13, 2025 @ 23:38:47.103", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""164.312.b""]", , , , , ,"[""10.1""]", , , , , , , , , ,DESKTOP-MHRV979->any,ossec,ossec: Agent started: 'DESKTOP-MHRV979->any'., , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,F6ahhZoBXqcgaO8hiWzI,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu,89566552,failed,"To establish the recommended configuration via GP, set the following UI path to 24 or more password(s): Computer Configuration\Policies\Windows Settings\Security Settings\Account Policies\Password Policy\Enforce password history", ,5.2,1.1.1,"This policy setting determines the number of renewed, unique passwords that have to be associated with a user account before you can reuse an old password. The value for this policy setting must be between 0 and 24 passwords. The default value for Windows Vista is 0 passwords, but the default setting in a domain is 24 passwords. To maintain the effectiveness of this policy setting, use the Minimum password age setting to prevent users from repeatedly changing their password. The recommended state for this setting is: 24 or more password(s). Note: Password Policy settings (section 1.1) and Account Lockout Policy settings (section 1.2) must be applied via the Default Domain Policy GPO in order to be globally in effect on domain user accounts as their default behavior. If these settings are configured in another GPO, they will only affect local user accounts on the computers that receive the GPO. However, custom exceptions to the default password policy and account lockout policy rules for specific domain users and/or groups can be defined using Password Settings Objects (PSOs), which are completely separate from Group Policy and most easily configured using Active Directory Administrative Center. Note #2: As of the publication of this benchmark, Microsoft currently has a maximum limit of 24 saved passwords. For more information, please visit Enforce password history (Windows 10) - Windows security | Microsoft Docs",15500,Ensure 'Enforce password history' is set to '24 or more password(s)'.,"The longer a user uses the same password, the greater the chance that an attacker can determine the password through brute force attacks. Also, any accounts that may have been compromised will remain exploitable for as long as the password is left unchanged. If password changes are required but password reuse is not prevented, or if users continually reuse a small number of passwords, the effectiveness of a good password policy is greatly reduced. If you specify a low number for this policy setting, users will be able to use the same small number of passwords repeatedly. If you do not also configure the Minimum password age setting, users might repeatedly change their passwords until they can reuse their original password.","[""powershell secedit /export /cfg $env:TEMP\\secpol.cfg; Get-Content $env:TEMP\\secpol.cfg | Select-String \""PasswordHistorySize\""; Remove-Item $env:TEMP\\secpol.cfg""]",check,CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0,1,false,9,"[""2.2""]","[""CC7.1"",""CC7.2""]","[""5.2""]",CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0: Ensure 'Enforce password history' is set to '24 or more password(s)'.: Status changed from 'not applicable' to failed,"[""sca""]",19014,"[""1.1.1""]","[""CM.1""]","[""IV_35.7.d""]",sca,log,"Nov 14, 2025 @ 21:48:58.462",sca,1763178538.172989,"Nov 14, 2025 @ 21:48:58.462", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,not applicable, , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,E6aghZoBXqcgaO8h0Wzz,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,1,false,3,"[""10.6.1"",""10.2.6""]","[""CC7.2"",""CC7.3"",""CC6.8""]", ,Wazuh agent stopped.,"[""ossec""]",506, ,"[""AU.6"",""AU.14"",""AU.5""]","[""IV_35.7.d""]",ossec,log,"Nov 14, 2025 @ 21:48:09.976",wazuh-remoted,1763178489.171625,"Nov 14, 2025 @ 21:48:09.976", , , , , , , , , , , , , , , , , , , , , , , ,"[""Disable or Modify Tools""]","[""T1562.001""]","[""Defense Evasion""]", , , , ,"[""164.312.b""]", , , , , ,"[""10.1""]", , , , , , , , , ,DESKTOP-MHRV979->any,ossec,ossec: Agent stopped: 'DESKTOP-MHRV979->any'., , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,FKaghZoBXqcgaO8h0Wzz,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,2,false,3,"[""10.6.1"",""10.2.6""]","[""CC7.2"",""CC7.3"",""CC6.8""]", ,Wazuh agent started.,"[""ossec""]",503, ,"[""AU.6"",""AU.14"",""AU.5""]","[""IV_35.7.d""]",ossec,log,"Nov 14, 2025 @ 21:48:11.764",wazuh-agent,1763178491.171967,"Nov 14, 2025 @ 21:48:11.764", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""164.312.b""]", , , , , ,"[""10.1""]", , , , , , , , , ,DESKTOP-MHRV979->any,ossec,ossec: Agent started: 'DESKTOP-MHRV979->any'., , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,DqafhZoBXqcgaO8hXmy3,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,3,false,3,"[""10.2.5""]","[""CC6.8"",""CC7.2"",""CC7.3""]", ,Windows Workstation Logon Success,"[""windows"",""windows_security"",""authentication_success""]",60118, ,"[""AU.14"",""AC.9""]","[""IV_32.2""]",windows_eventchannel,log,"Nov 14, 2025 @ 21:46:43.768",EventChannel,1763178403.148345,"Nov 14, 2025 @ 21:46:43.768", ,4624, ,0x8020000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-MHRV979$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		2
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-21-355707830-1189791961-1431070526-1002
	Account Name:		Chris
	Account Domain:		DESKTOP-MHRV979
	Logon ID:		0x46E592
	Linked Logon ID:		0x46E5B1
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x3dc
	Process Name:		C:\Windows\System32\svchost.exe

Network Information:
	Workstation Name:	DESKTOP-MHRV979
	Source Network Address:	127.0.0.1
	Source Port:		0

Detailed Authentication Information:
	Logon Process:		User32 
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",2,2025-11-15T03:46:42.7744703Z,37284,668,DESKTOP-MHRV979,12544,596,AUDIT_SUCCESS,Microsoft-Windows-Security-Auditing,0x3e7,S-1-5-18,WORKGROUP, ,DESKTOP-MHRV979$,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]", , , , ,"[""164.312.b""]", , , , , ,"[""7.1"",""7.2""]", , , , , , , , , , , , , ,0x46e5b1,%%1833,127.0.0.1,Negotiate,DESKTOP-MHRV979,0x46e592,User32,{00000000-0000-0000-0000-000000000000},Chris,0,%%1842,0x3dc,C:\\Windows\\System32\\svchost.exe,0,DESKTOP-MHRV979,S-1-5-21-355707830-1189791961-1431070526-1002,%%1843,2, , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,EaafhZoBXqcgaO8hXmy3,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,1,false,3, , , ,Non service account logged off.,"[""windows"","" WEF""]",67023, , , ,windows_eventchannel,log,"Nov 14, 2025 @ 21:46:43.873",EventChannel,1763178403.166861,"Nov 14, 2025 @ 21:46:43.873", ,4634, ,0x8020000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""An account was logged off.

Subject:
	Security ID:		S-1-5-21-355707830-1189791961-1431070526-1002
	Account Name:		Chris
	Account Domain:		DESKTOP-MHRV979
	Logon ID:		0x46E5B1

Logon Type:			2

This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only unique between reboots on the same computer.""",0,2025-11-15T03:46:42.7861904Z,37287,668,DESKTOP-MHRV979,12545,596,AUDIT_SUCCESS,Microsoft-Windows-Security-Auditing, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0x46e5b1, , ,Chris, , , , , ,DESKTOP-MHRV979,S-1-5-21-355707830-1189791961-1431070526-1002, ,2, , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,CaafhZoBXqcgaO8hK2zn,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,2,false,5,"[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]", ,Logon Failure - Unknown user or bad password,"[""windows"",""windows_security"",""authentication_failed""]",60122, ,"[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",windows_eventchannel,log,"Nov 14, 2025 @ 21:46:30.405",EventChannel,1763178390.119994,"Nov 14, 2025 @ 21:46:30.405", ,4625, ,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""An account failed to log on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-MHRV979$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Type:			2

Account For Which Logon Failed:
	Security ID:		S-1-0-0
	Account Name:		Chris
	Account Domain:		DESKTOP-MHRV979

Failure Information:
	Failure Reason:		Unknown user name or bad password.
	Status:			0xC000006D
	Sub Status:		0xC000006A

Process Information:
	Caller Process ID:	0x3dc
	Caller Process Name:	C:\Windows\System32\svchost.exe

Network Information:
	Workstation Name:	DESKTOP-MHRV979
	Source Network Address:	127.0.0.1
	Source Port:		0

Detailed Authentication Information:
	Logon Process:		User32 
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon request fails. It is generated on the computer where access was attempted.

The Subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The Logon Type field indicates the kind of logon that was requested. The most common types are 2 (interactive) and 3 (network).

The Process Information fields indicate which account and process on the system requested the logon.

The Network Information fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The authentication information fields provide detailed information about this specific logon request.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",0,2025-11-15T03:46:29.4136183Z,37279,668,DESKTOP-MHRV979,12544,596,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,0x3e7,S-1-5-18,WORKGROUP, ,DESKTOP-MHRV979$,"[""Account Access Removal""]","[""T1531""]","[""Impact""]", , , , ,"[""164.312.b""]", , , , , ,"[""7.1""]", , , , , , , , , , , , , , , ,127.0.0.1,Negotiate,DESKTOP-MHRV979, ,User32, ,Chris,0, ,0x3dc,C:\\Windows\\System32\\svchost.exe,0,DESKTOP-MHRV979,S-1-0-0, ,2,0xc000006a,%%2313,0xc000006d, , , , , , 
wazuh-alerts-4.x-2025.11.15,9KaNhZoBXqcgaO8hAmvO,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,1,false,3, , , ,The database engine is initiating recovery steps.,"[""windows"",""windows_application""]",60807, , , ,windows_eventchannel,log,"Nov 14, 2025 @ 21:26:39.434",EventChannel,1763177199.87508,"Nov 14, 2025 @ 21:26:39.434","svchost, 396,R,98, DS_Token_DB:",300, ,0x80000000000000, ,4,Application,0,"""svchost (396,R,98) DS_Token_DB: The database engine is initiating recovery steps.""",0,2025-11-15T09:26:38.2517158Z,2253,0,DESKTOP-MHRV979,3,0,INFORMATION,ESENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,8aaLhZoBXqcgaO8hoWuK,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu,216894481,not applicable,"To establish the recommended configuration via GP, set the following UI path to 365 or fewer days, but not 0: Computer Configuration\Policies\Windows Settings\Security Settings\Account Policies\Password Policy\Maximum password age","Timeout overtaken running command 'powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MaximumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg'",5.2,1.1.2,"This policy setting defines how long a user can use their password before it expires. Values for this policy setting range from 0 to 999 days. If you set the value to 0, the password will never expire. Because attackers can crack passwords, the more frequently you change the password the less opportunity an attacker has to use a cracked password. However, the lower this value is set, the higher the potential for an increase in calls to help desk support due to users having to change their password or forgetting which password is current. The recommended state for this setting is 365 or fewer days, but not 0. Note: Password Policy settings (section 1.1) and Account Lockout Policy settings (section 1.2) must be applied via the Default Domain Policy GPO in order to be globally in effect on domain user accounts as their default behavior. If these settings are configured in another GPO, they will only affect local user accounts on the computers that receive the GPO. However, custom exceptions to the default password policy and account lockout policy rules for specific domain users and/or groups can be defined using Password Settings Objects (PSOs), which are completely separate from Group Policy and most easily configured using Active Directory Administrative Center.",15501,"Ensure 'Maximum password age' is set to '365 or fewer days, but not 0'.","The longer a password exists the higher the likelihood that it will be compromised by a brute force attack, by an attacker gaining general knowledge about the user, or by the user sharing the password. Configuring the Maximum password age setting to 0 so that users are never required to change their passwords is a major security risk because that allows a compromised password to be used by the malicious user for as long as the valid user has authorized access.","[""powershell secedit /export /cfg $env:TEMP\\secpol.cfg; Get-Content $env:TEMP\\secpol.cfg | Select-String \""MaximumPasswordAge\""; Remove-Item $env:TEMP\\secpol.cfg""]",check,CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0,4,false,3,"[""2.2""]","[""CC7.1"",""CC7.2""]","[""5.2""]","CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0: Ensure 'Maximum password age' is set to '365 or fewer days, but not 0'.","[""sca""]",19009,"[""1.1.2""]","[""CM.1""]","[""IV_35.7.d""]",sca,log,"Nov 14, 2025 @ 21:24:43.596",sca,1763177083.78357,"Nov 14, 2025 @ 21:24:43.596", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,vqaDhZoBXqcgaO8hi2vq,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,1,false,3,"[""10.6""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]", ,Service startup type was changed,"[""windows"",""windows_system"",""policy_changed""]",61104, ,"[""AU.6""]","[""IV_35.7.d""]",windows_eventchannel,log,"Nov 14, 2025 @ 21:16:17.308",EventChannel,1763176577.34121,"Nov 14, 2025 @ 21:16:17.308", ,7040,Service Control Manager,0x8080000000000000,{555908d1-a6d7-4695-8e1e-26931d2012f4},4,System,0,"""The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.""",0,2025-11-15T09:16:15.0880540Z,2344,708,DESKTOP-MHRV979,0,588,INFORMATION,Service Control Manager, , , , , , , , ,auto start,BITS,Background Intelligent Transfer Service,demand start,"[""164.312.b""]",This does not appear to be logged on Windows 2000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,0aaHhZoBXqcgaO8hhGsm,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,1,false,5, , , ,Windows System error event,"[""windows"",""windows_system"",""system_error""]",61102, , ,"[""IV_35.7.d""]",windows_eventchannel,log,"Nov 14, 2025 @ 21:20:36.812",EventChannel,1763176836.52420,"Nov 14, 2025 @ 21:20:36.812", ,1801, ,0x8000000000000000,{7d5387b0-cbe0-11da-a94d-0800200c9a66},2,System,0,"""Secure Boot CA/keys need to be updated. This device signature information is included here.
DeviceAttributes: BaseBoardManufacturer:;FirmwareManufacturer:;FirmwareVersion:;OEMModelNumber:VirtualBox;OEMModelBaseBoard:;OEMModelSystemFamily:;OEMManufacturerName:innotek GmbH;OEMModelSKU:;OSArchitecture:amd64;
BucketId: b3505d1a9b743dca12c6f738fbc9cddc334820127646250a334f0be309937214
BucketConfidenceLevel: 
UpdateType: 0
HResult: The operation completed successfully.""",0,2025-11-15T09:20:34.8773306Z,2355,6192,DESKTOP-MHRV979,0,6440,ERROR,Microsoft-Windows-TPM-WMI, , , , , , , , , , , , , , ,b3505d1a9b743dca12c6f738fbc9cddc334820127646250a334f0be309937214,BaseBoardManufacturer:;FirmwareManufacturer:;FirmwareVersion:;OEMModelNumber:VirtualBox;OEMModelBaseBoard:;OEMModelSystemFamily:;OEMManufacturerName:innotek GmbH;OEMModelSKU:;OSArchitecture:amd64;,0,0,"[""4.3""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,vKaDhZoBXqcgaO8hYmty,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,1,false,5, , , ,License activation (slui.exe) failed.,"[""windows"",""windows_application""]",60646, , , ,windows_eventchannel,log,"Nov 14, 2025 @ 21:16:06.117",EventChannel,1763176566.29431,"Nov 14, 2025 @ 21:16:06.117","hr=0x80004005, RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c;NotificationInterval=1440;Trigger=UserLogon;SessionId=1",8198,Software Protection Platform Service,0x80000000000000,{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156},2,Application,0,"""License Activation (slui.exe) failed with the following error code:
hr=0x80004005
Command-line arguments:
RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c;NotificationInterval=1440;Trigger=UserLogon;SessionId=1""",0,2025-11-15T09:16:04.8958297Z,2234,0,DESKTOP-MHRV979,0,0,ERROR,Microsoft-Windows-Security-SPP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,1KaIhZoBXqcgaO8hvGu9,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,2,false,3, , , ,Software protection service scheduled successfully.,"[""windows"",""windows_application""]",60642, , , ,windows_eventchannel,log,"Nov 14, 2025 @ 21:21:56.717",EventChannel,1763176916.68311,"Nov 14, 2025 @ 21:21:56.717","2025-11-16T09:15:55Z, RulesEngine",16384,Software Protection Platform Service,0x80000000000000,{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156},4,Application,0,"""Successfully scheduled Software Protection service for re-start at 2025-11-16T09:15:55Z. Reason: RulesEngine.""",0,2025-11-15T09:21:55.4911531Z,2245,0,DESKTOP-MHRV979,0,0,INFORMATION,Microsoft-Windows-Security-SPP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,zaaFhZoBXqcgaO8hYWsK,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu,216894481, , , , , , , , , , ,summary,CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0,1,false,7,"[""2.2""]","[""CC7.1"",""CC7.2""]", ,SCA summary: CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0: Score less than 50% (32),"[""sca""]",19004, ,"[""CM.1""]","[""IV_35.7.d""]",sca,log,"Nov 14, 2025 @ 21:18:11.608",sca,1763176691.49241,"Nov 14, 2025 @ 21:18:11.608", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,394,cis_win10_enterprise.yml,cis_win10_enterprise,6,This document provides prescriptive guidance for establishing a secure configuration posture for Microsoft Windows 10 Enterprise.,126,262, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.15,tKaDhZoBXqcgaO8hBmvG,1,1,192.168.0.216,DESKTOP-MHRV979,001,Ubuntu, , , , , , , , , , , , , ,1,false,3,"[""10.6.1"",""10.2.6""]","[""CC7.2"",""CC7.3"",""CC6.8""]", ,Wazuh agent started.,"[""ossec""]",503, ,"[""AU.6"",""AU.14"",""AU.5""]","[""IV_35.7.d""]",ossec,log,"Nov 14, 2025 @ 21:15:37.836",wazuh-agent,1763176537.536,"Nov 14, 2025 @ 21:15:37.836", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""164.312.b""]", , , , , ,"[""10.1""]", , , , , , , , , ,DESKTOP-MHRV979->any,ossec,ossec: Agent started: 'DESKTOP-MHRV979->any'., , , , , , , , , , , , , , , , , , , , , , , , , , , , 
